GUID,Type
e8426e014a954500a994f62fc58103df,STOCK
49a68c7c718a4b688b7a535008d72ec7,STOCK
e9307c1f4407f4359c33f6a521704c29,STOCK
f0eae561aa0a529cc2af2a75844df55d,STOCK
c9f7e64c5325427992ef55045d85057e,STOCK
330859a6b9491a7a176644b7ebf11160,STOCK
4372dba934b1212a35c19e9527284ac7,STOCK
83e714d9cb957b2ea39b921acdf469e4,STOCK
350119e9601771646ef1fbdf4326d239,STOCK
61a7bb3fa312d65ab65193e88034cb6e,STOCK
28e48496ec2c0e5c5fb433f5fd5fad10,STOCK
ddf345bedbcb36ff9e314e415276b8d7,STOCK
d642b2be325d82a62ce20c6c1a4d9be5,STOCK
5f42f71c3237f1736c7e72f363450d16,STOCK
d77d2422bc36515a8490517f4f36005a,STOCK
8361a057b1b19458510634faaadaa98f,STOCK
665a6e4b7d0201b236114248e24c8234,STOCK
4870bb194b2614b1d29d35e4716f4ab1,STOCK
b1e8c88071c3ff3f15dbc78268f6203b,STOCK
ae22102d07aff34e61f407e9e1c26c0a,STOCK
d566a1cd3bd896fed698c9eab2e693b7,STOCK
214de07ee164e3bfabab48001760b3ae,STOCK
8f8ac5e5f564ebc647a7661fe46a9a14,STOCK
c1c9375b147a79502bf2447dd99f2a8c,STOCK
8754a6431d2bc36a834a130391072ff2,STOCK
7b7f5c6805602d128e9b95c4c9136031,STOCK
44f406969c083265605c982e66a93cb2,STOCK
d2cdd7215fd97a81faf228542fccc8ff,STOCK
581fe614ea91dd835fcb5b29f7820498,STOCK
404c50049b267b232574ff94bcb18632,STOCK
e0108003ca6922d67cb9714144539a7c,STOCK
0d5a1ecc1fd7731caae98baabec447e0,STOCK
03934ff5799247a4b2ec78617ea7724c,STOCK
245fcd8c006dd522e728a93643646922,STOCK
7fa12d11c67221925a7f215490212edf,STOCK
23650fa609d2a79ce919b3d4925b10ad,STOCK
32c9713572b23c5b3a132770db59d90f,STOCK
dbc0c7c48e6e9c14e098e8f8dc6c442d,STOCK
147e13686e055f1b579bd1df8c7bf8df,STOCK
b63e60d26fe33177dcaf023915acf278,STOCK
03934caf503475938841be74d86d2796,STOCK
287466d5d399cd024265752d7efcaf45,STOCK
60ffd72361d347e8e181ae2a13b9ee22,STOCK
5d2ee6ad63be00f2baae833c790e608a,STOCK
c4af67adf9f0756ba6a6daf3c0c70f43,STOCK
460c44847b1fc985c745b12948a3b5fe,STOCK
4421cdf1d8102f8905bbe2ec30268162,STOCK
68220763110d78b5467ff9733ed94083,STOCK
6ce38e491abad6d7329b573bf0eab603,STOCK
99ba891c7b16e2f9fc56a78e601fff41,STOCK
0a8d6787844b9d93e51864e54f445dea,STOCK
d54e26b16fff368d3c01e83270227ad2,STOCK
cc1594d664d7c1089d712bc0ab7d2cc7,STOCK
d455d4e290620a44bb8cd105adea1e12,STOCK
07d04f6799cb146189c7812dbbb70612,STOCK
4322bd7828a171da309da04240c76cc5,STOCK
0a0456ff74d3586c2684472d0e230121,STOCK
91cd280b2fe5dccc5e314f5151a0f77c,STOCK
111ced1e36f8de0530f253e5ab3cc0ba,STOCK
2f3527d2de720d8ca91eb89d330f49ac,STOCK
757ec517238bfe16863bca02e7240d4f,STOCK
8f96d24e67caae7fa7ef708c260c5faa,STOCK
88978c29c12a59e3cf188414c8f1e907,STOCK
9a50b621cca07101f97e72ab4a9793b9,STOCK
a5df6bdb13864b969e5f2cd4ca16c206,STOCK
c9f2ea298dde42e886414c572f359802,STOCK
723ab7e5632f44d0a5ec015d742cc319,STOCK
f019e61090d64cde87412f81560c36a4,STOCK
6c0aeae272e24cf3817ba022ec7dd08f,STOCK
a44ac05c30e545298f4b8e2258ee30ba,STOCK
75867dd226f24fdf90ee410ab12ec132,STOCK
8d29863f264242a1889245e58cd055f3,STOCK
55b17494ef5e48c5b24fddd2b449b0fb,STOCK
7954436a9de6448b983d3f4463ff8716,STOCK
69705881871d4a09b864f4403328fcfc,STOCK
471e8c6616f64bd6a857962495916a1d,STOCK
56f2229d356747f1a59a7901c9af0a0f,STOCK
c281c8cf68c048be89acca0566b5de56,STOCK
e40c503347984ca4b1109a49bbfbe127,STOCK
60ddb196cf114ec1b26b88cb40504e62,STOCK
4a7fc7de9e134418a51eacff8fae6faf,STOCK
5e385b155b784dba89e01c519cd49516,STOCK
3cf3ad4ddcad4117929a0417dc886f76,STOCK
a9149cbc19e64f25b04813dfd5155839,STOCK
87df2217ab834f28a293500a7d3236a1,STOCK
f6f096d00e784512a2885a2a56de7f09,STOCK
97c0cde881ad4787ac9877b1d5fb91d7,STOCK
bb7e0a6a36be42498d2e6f363b54779c,STOCK
15d2e492a92643ee902274f4d58092b8,STOCK
b6e4999b10b646fbbe9370d1f1495f03,STOCK
ecfb7571aacd4da688844d4ce7a5ec0d,STOCK
1eba5078c17b43ccbaf8189a38e77ded,STOCK
977f07f3a2474a3c900dfd71d5f301c4,STOCK
677001da60ac4221942a4b27a56cc17d,STOCK
2bc47e5e32db44659ea5949e30e28bb0,STOCK
04e2cdedfd5641ed8b6a708dcb2f1479,STOCK
da2146fee9374526bf9e4b8706d11f2f,STOCK
536bd7c0955c4cd799adf2de51ce4a92,STOCK
7f857059ed144c0b8fed8da0d71e0b75,STOCK
e640a4024ff1478ebf95ce503bfb187c,STOCK
2ac499eb10d3436684284b48d2029008,STOCK
19372303a7884cfc93f39cb734b9e194,STOCK
95272c39c9ec4b1c978e1fcca5d41efe,STOCK
2a4906da8ac64540866f139ee3c10c72,STOCK
304cf9659cf94ef7a445981f4479a21c,STOCK
347db2a176234e6aa7565d1eceb1b0c7,STOCK
85023f36391d47b2b60f2dc4c993d5d7,STOCK
23b2e3476936461baaeedea7e5e8aec9,STOCK
a7a70ef403304b649ebd34c6180cd30e,STOCK
374153af1a904f63bce3542ec1ffeb03,STOCK
ebb4a55028ee4d008e3e0bbd32e6cd98,STOCK
69e651457be61adebc3cabee36fa0588,STOCK
8d13b06813a86076948e96bc7779da7b,STOCK
e1936e9d2707ec831e3cb8f6a1ad8f16,STOCK
b6896ceb488f4228090ebfb011ae2e2e,STOCK
6e16abd6cb0808973f3cb7aef5478c47,STOCK
6dad8eea8b900a5902fb527428f32195,STOCK
cf87e94efdcb02216263bca86d6d9b2d,STOCK
4254b84d85cefeb7b7559f20abc1b1a6,STOCK
f1ebf29c74431dbe93262c88f1d7f9c3,STOCK
ab9fe94226248e59626006010ac01577,STOCK
43ed0363ac208c4014f9f7a6f5a11be2,STOCK
6831b4e2b2ebf0587d54e85baa2db8bf,STOCK
5aae9230143323b3942514832cfa2cfc,STOCK
465f2081bb7313ea9a5bd1cf49ba0b4b,STOCK
117fa77a2f3b02d00150e1d7b70077b8,STOCK
82c857621b0785bf88a8e28bee2d442b,STOCK
271e2ffadfcfc2f8670f56ffc3fa9ad5,STOCK
599e7f68f8c41e226e5efe85cded1cd1,STOCK
b2ba3afffd78562e0858e46c379d0186,STOCK
a67b3b7be978a312ac663167ba9d3f63,STOCK
790065032edf6c8a59c9dbc53c13f7a6,STOCK
9898a93cba50402060051c85e246f608,STOCK
b005e04c91c4afe37a16bdf41f7fa80e,STOCK
2f38611beba7abcb8140e3aea95e7d8d,STOCK
a1aadedbd33374379055a4b013f10056,STOCK
e818d5bc70ec524fd0173196f838748c,STOCK
f82f0672d11ff7318118a4c6c62269dc,STOCK
b2a9b7aee2193d689c40887a1e277c8c,STOCK
1d7b3a4ced75aa108eb9b7362994d41d,STOCK
e8bd1de9d2b7ef080203698df5b045f9,STOCK
999ca5040100c4190d0e1c7ce5840ee2,STOCK
07cda37debbd16802a4d04c791ee9c52,STOCK
6ac8c52ab24fe032962689ef24e392dc,STOCK
c9f7fb11fa2bce621c0394a8ffca486f,STOCK
dbe06c5d75152733d64d1995ad807ca1,STOCK
e26ac7ac662e34624055f19812882b3a,STOCK
a4070b035dbff58240d63c3e2cd3df46,STOCK
e408f6d4f8bbe9fe602cfeb20c36abec,STOCK
05ed8fec5b139385af15b219c292b449,STOCK
c9f4420312f62b82bc18388aba23e608,STOCK
d14a5b06385116eb3db2fed98ebbc981,STOCK
d08baeeec6994f24388e979adefb6569,STOCK
386914b5f23fbb224d8346059d790f30,STOCK
8f416d8931284830ee753f4af5c1db8c,STOCK
8c428883704eaf7ed19b07dd0bffb663,STOCK
6b181a1f14af3e62d0c3561819d51283,STOCK
b94d3c7e304f3702909ae21e0466d266,STOCK
c821890ce645ea7ca22e472654995391,STOCK
f8fa165f34f0e145918fc66ee53393ba,STOCK
d38dfc3bfe402763b414efa10b855ae6,STOCK
c94e41e92ae6bb32cf03556833d07e6b,STOCK
aed1351a7fd760fe2f26537565d38d06,STOCK
39adc71df7fffd704692ccc88700e313,STOCK
364b6b1106d067bddc235b5961c10c27,STOCK
d0af9925495cfe318e83cbe467fce050,STOCK
5facc6483d4ea9b509554b1a27d6e974,STOCK
7e781f7162435bb7fec6c58cbf7159d9,STOCK
367f6d680fb3449efb01239cab685e3c,STOCK
29f62c12b82c5645d7ed8a060066677f,STOCK
e669fcb6bdcae4b9af2b00381c74b445,STOCK
91f7844ceda0b463089d1d83601eb148,STOCK
1c54d5e2e1cd43ee8ea2cf1581c9b977,STOCK
c70a5e2c622d4b4d9dbdfccd2d5be86b,STOCK
885cb839a02d414f90627acfac3cb528,STOCK
ea42cf63c6c6498f9c4af5d3732820d5,STOCK
3d74600695624de1b2689b50616a7bef,STOCK
6f649c0c8fda44688a4d961cc8cc6e03,STOCK
5fe1ff16fecb48d090b448a09140f2da,STOCK
6a822af2aef34783b47ca51919f44197,STOCK
6b02454c2c2c4339a9c18a1c7f19c4e0,STOCK
b5bc113ba7d44f1486459ddbb1a1c305,STOCK
f2d131951b164a0cab664ddb08b432a0,STOCK
4e302027892c4cf9a1622d45a1482715,STOCK
b619061862ef40a396d49d00786d66de,STOCK
dec69335e6ec4c56a2566e0e4234c735,STOCK
4bd4ca5202a14ec2856310e5cd384c13,STOCK
9556b93043b2478f989a4a7a713e7345,STOCK
386767f29a8249dc80f47a82965afcd3,STOCK
7133462a0fc44fd2be8d32106de0f3ac,STOCK
b159fc52263b478a84b344fe22602519,STOCK
61745bf3cef94cad8bc7e7fbe42f820c,STOCK
abf1f78a21b747ba9382580acf5e3150,STOCK
974e4b1443ec42e7a5491941c865e99d,STOCK
f2fd8ee04ee24d4390aaccf3a702f2b8,STOCK
a5965b3de56d45f7ad9e18df75a0a5c7,STOCK
c1fd89c6b702419ca216c71aea6001de,STOCK
2cb56b97966843129ba9699d6122a081,STOCK
31a3b1100a1b4b0db87f37d7ffa5ebbe,STOCK
03bbda9f375c4e6a89df40b89a464274,STOCK
e117526f584c4c48a24803ccff4b195a,STOCK
6158d216d9184a68b53009c2fd50504b,STOCK
93a5059fe8c045308f0bcf6691c74373,STOCK
c2c2156d0e6644309861c631d927b7bf,STOCK
34a121a9750e467c8e69465ae78e1f19,STOCK
089a8d913910466ebee62e097c84955b,STOCK
1b30608a503a448481f449b7517008be,STOCK
0eccdf150e24492795d64e6a653ce9a8,STOCK
ef9a631907e041c5ba2a61c03c4a86b3,STOCK
6437678e995b4dcbabf93fe5dac479cd,STOCK
34456aa5c72b4f95b493832595db01d5,STOCK
79d2f00559b54d4db2b1ec3889d66879,STOCK
84cc1f015fdb4cfc9f16e6ad2050fcd5,STOCK
b36c1bb1037f4e12b49dc227dbc07e17,STOCK
03dd84779b2e441bb94e76e51a039279,STOCK
0eea75a2efd14bbbbb8022e94697f0fa,STOCK
e5ef04cc7b7d40c28276dc38f4a60afd,STOCK
b6b6b278b06f4fd791de82092038f387,STOCK
5682649614b246c5a39cb707f0366c1b,STOCK
3a99ce7c322746a3acf191ff02d6ea01,STOCK
f00f03f6255a48e98ca861ff2a053e0a,STOCK
3e4a20cbeb17484c83f80400e56bbf0a,STOCK
